2480,175.0
2481,175.0
2482,175.0
2483,175.0
2484,175.0
2485,175.0
2486,175.0
2487,175.0
2488,175.0
2489,175.0
2490,175.0
2491,175.0
2492,175.0
2493,175.0
2494,175.0
2495,175.0
2496,174.9
2497,174.9
2498,174.9
2499,174.9
2500,174.8
2501,174.1
2502,174.5
2503,174.5
2504,174.2
2505,172.3
2506,168.6
2507,161.7
2508,152.1
2509,143.5
2510,134.3
2511,127.1
2512,122.4
2513,120.2
2514,118.9
2515,118.4
2516,118.5
2517,118.4
2518,118.9
2519,120.9
2520,132.1
2521,137.7
2522,144.2
2523,151.7
2524,151.8
2525,138.3
2526,120.3
2527,109.2
2528,104.8
2529,104.5
2530,103.9
2531,103.6
2532,103.3
2533,103.6
2534,104.1
2535,104.5
2536,107.9
2537,117.3
2538,126.1
2539,137.0
2540,144.7
2541,152.2
2542,157.6
2543,160.1
2544,160.7
2545,160.5
2546,159.8
2547,159.1
2548,158.1
2549,157.1
2550,156.1
2551,154.8
2552,153.4
2553,151.9
2554,151.4
2555,150.8
2556,149.5
2557,148.6
2558,147.3
2559,147.0
2560,145.7
2561,145.0
2562,144.8
2563,144.2
2564,143.6
2565,143.2
2566,143.0
2567,142.5
2568,142.7
2569,142.7
2570,142.1
2571,142.3
2572,141.7
2573,140.9
2574,140.8
2575,140.8
2576,140.6
2577,140.1
2578,140.0
2579,140.1
2580,139.6
2581,139.2
2582,139.1
2583,139.0
2584,138.9
2585,138.3
2586,138.3
2587,138.3
2588,138.0
2589,137.3
2590,137.6
2591,137.6
2592,137.4
2593,137.3
2594,137.3
2595,137.3
2596,137.1
2597,137.1
2598,137.1
2599,137.0
2600,137.3
2601,137.3
2602,137.3
2603,137.3
2604,137.5
2605,137.5
2606,137.4
2607,137.6
2608,137.6
2609,137.6
2610,137.6
2611,137.7
2612,137.7
2613,137.7
2614,137.7
2615,137.7
2616,137.4
2617,137.4
2618,137.3
2619,137.4
2620,137.3
2621,137.3
2622,137.5
2623,137.5
2624,137.5
2625,137.5
2626,137.5
2627,137.7
2628,137.5
2629,137.4
2630,137.5
2631,137.7
2632,137.7
2633,137.7
2634,137.7
2635,137.7
2636,137.7
2637,137.8
2638,138.0
2639,138.0
2640,137.8
